gene	parentterm	Sider_MI	Sider_drug	OT_MI	OT_maxPhaseForIndication	OT_drug	phenotype_omim	phenotype_coloc	phenotype_eqtl_Pheno	phenotype_coloc_tissue	phenotype_Pheno_hgmd	phenotype_Pheno_genebass	Opentargets_Pheno_eva	Opentargets_OTG_lessL2G	genescores_Tissuespecific_PT_V80.01	phenotype_eqtl_tissue	genescores_oe_dichotomized	genescoresum	Number_predictors	order	percent	category	parentterm_description	Clinvar_phenotype_description	Colocpheno_phenotype_description	Coloctissue_phenotype_description	Eqtlpheno_phenotype_description	Eqtltissue_phenotype_description	Genebass_phenotype_description	Hgmd_phenotype_description	Omim_phenotype_description	OTG_less_l2g_phenotype_description	Druggable_gene	OR_cutoff	therapeutic
LTBP4	496	NA	NA	NA	NA	NA	1	0	0	1	0	1	0	0	0	0	1	1.04351942723517	4	6778247	98.8773064574244	respiratory	Chronic airway obstruction	0	0	ArteryAorta	0	0	Date J44 first reported (other chronic obstructive pulmonary disease)	0	cutis laxa, autosomal recessive, type ic, 613177 (3)	0	DRUGGABLE GENOME	5	0
DNASE1L3	550	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	1	0	0	1.44810935975741	4	6829245	99.6212369861755	digestive	Abdominal hernia	0	Femoral hernia	AdiposeVisceralOmentum;Stomach	0	0	Date K42 first reported (umbilical hernia);Date K43 first reported (ventral hernia)	0	0	0	DRUGGABLE GENOME	5	0
POLR2M	747	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	0	0	0	0	0.992945238071303	2	6767671	98.7230296373124	congenital anomalies	Cardiac and circulatory congenital anomalies	0	0	MuscleSkeletal;NerveTibial	0	0	0	congenital heart disease	0	0	Not druggable	4	0
PCMT1	495	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6742024	98.3489054310517	respiratory	Asthma	0	Non-cancer illness code, self-reported: asthma;Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma	0	0	0	Date J45 first reported (asthma)	0	0	0	Not druggable	4	0
ATP2B3	315	NA	NA	NA	NA	NA	1	0	0	0	1	0	0	0	0	0	1	0.953731847225098	3	6738709	98.300548050315	mental disorders	Develomental delays and disorders	0	0	0	0	0	0	cerebellar ataxia%2c x-linked;developmental delay%2c intellectual disability%2c microcephaly%2c hypotonia%2c muscle atrophy & oropharyngeal anomalies	?spinocerebellar ataxia, x-linked 1, 302500 (3)	0	DRUGGABLE GENOME	4	0
JAG1	315	NA	NA	NA	NA	NA	1	0	0	0	1	0	0	0	0	0	1	0.953731847225098	3	6738837	98.3024152432967	mental disorders	Develomental delays and disorders	0	0	0	0	0	0	developmental disorder with metabolic disorder and malformations;alagille syndrome	alagille syndrome 1, 118450 (3)	0	DRUGGABLE GENOME	4	0
ARHGAP21	367	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	1	0	0	1	1.232038879239	3	6798586	99.1740005047256	sense organs	Disorders of refraction and accommodation; blindness and low vision	0	Reason for glasses/contact lenses: For short-sightedness, i.e. only or mainly for distance viewing such as driving, cinema etc (called 'myopia')	0	0	0	0	0	0	Age started wearing glasses or contact lenses	Not druggable	5	0
PKN3	366	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6757473	98.5742668714744	sense organs	Cataract	0	Diagnoses - main ICD10: H25 Senile cataract	0	0	0	Date H26 first reported (other cataract)	0	0	0	DRUGGABLE GENOME	4	0
MAP3K7CL	740	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6774758	98.8264108612282	musculoskeletal	Osteoarthrosis	0	Diagnoses - main ICD10: M19 Other arthrosis	EsophagusMuscularis	0	0	0	0	0	0	Not druggable	5	0
DOK7	785	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6773482	98.807797281192	symptoms	Abdominal pain	0	Diagnoses - main ICD10: R10 Abdominal and pelvic pain	BrainCortex;BrainHypothalamus	0	0	0	0	0	0	Not druggable	5	0
CAMK4	418	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6771938	98.7852742658503	circulatory system	Nonspecific chest pain	0	Diagnoses - main ICD10: R07 Pain in throat and chest	BrainFrontalCortexBA9	0	0	0	0	0	0	DRUGGABLE GENOME	5	0
AP3B1	270	NA	NA	NA	NA	NA	0	0	0	0	1	0	1	0	0	0	1	1.27417473267171	3	6800585	99.2031608076193	endocrine/metabolic	Disorders of protein plasma/amino-acid transport and metabolism	Hermansky-Pudlak syndrome 2	0	0	0	0	0	hermansky-pudlak syndrome	0	0	Not druggable	5	0
BTBD2	401	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	0	1.175961411487	4	6794000	99.1071024811785	circulatory system	Hypertension	0	Non-cancer illness code, self-reported: hypertension;Essential hypertension;Hypertension	ArteryAorta;Lung	0	ArteryAorta;Lung	Date I10 first reported (essential (primary) hypertension)	0	0	0	Not druggable	5	0
PLTP	315	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	0	0	0	0	0.992945238071303	2	6767121	98.7150065424692	mental disorders	Develomental delays and disorders	0	0	Thyroid	0	0	0	developmental disorder	0	0	DRUGGABLE GENOME	4	0
WDR90	599	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6819763	99.4829188310788	genitourinary	Other symptoms/disorders or the urinary system	0	Diagnoses - main ICD10: R35 Polyuria	SkinSunExposedLowerleg;ColonTransverse	0	0	Date N13 first reported (obstructive and reflux uropathy)	0	0	0	Not druggable	5	0
VSIG2	427	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	1	0	0	1.44810935975741	4	6829731	99.6283264845278	circulatory system	Cardiac dysrhythmias	0	Non-cancer illness code, self-reported: heart arrhythmia	ArteryTibial;ColonSigmoid;EsophagusMuscularis	0	0	Date I48 first reported (atrial fibrillation and flutter)	0	0	0	DRUGGABLE GENOME	5	0
NUDT16L1	379	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6820858	99.4988920835394	sense organs	Other disorders of eye	0	Eye problems/disorders: Diabetes related eye disease	Liver	0	0	Date H43 first reported (disorders of vitreous body)	0	0	0	Not druggable	5	0
ZCCHC8	250	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	1	1.09385190398394	3	6781058	98.9183117657957	endocrine/metabolic	Diabetes mellitus	0	0	0	0	0	Date E11 first reported (non-insulin-dependent diabetes mellitus);Date E10 first reported (insulin-dependent diabetes mellitus)	0	0	Type 2 diabetes	Not druggable	5	0
COL2A1	272	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	1	0	0	1	1.232038879239	3	6798850	99.1778515902503	endocrine/metabolic	Disorders of lipoid metabolism	0	Non-cancer illness code, self-reported: high cholesterol	0	0	0	0	0	0	High cholesterol	DRUGGABLE GENOME	5	0
ASB16	340	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	1	0	0	1.11277915490509	3	6787949	99.0188338504583	neurological	Migraine	0	Pain type(s) experienced in last month: Headache	0	0	0	Date G43 first reported (migraine)	0	0	0	Not druggable	5	0
RCCD1	476	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6819601	99.4805556649614	respiratory	Allergic rhinitis	0	Non-cancer illness code, self-reported: hayfever/allergic rhinitis;Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	Uterus;Prostate	0	0	Date J30 first reported (vasomotor and allergic rhinitis)	0	0	0	Not druggable	5	0
BRD2	250	NA	NA	NA	NA	NA	0	1	1	1	0	1	0	1	0	1	1	2.83022890005983	7	6854107	99.9839100479781	endocrine/metabolic	Diabetes mellitus	0	Non-cancer illness code, self-reported: diabetes;Eye problems/disorders: Diabetes related eye disease;Type 1 diabetes with ketoacidosis;Type 1 diabetes;Type 2 diabetes with ophthalmic manifestations;Type 2 diabetes with neurological manifestations;Type 2 diabetes;Polyneuropathy in diabetes;Diabetic retinopathy;Diabetes mellitus;Type 1 diabetes with renal manifestations	BrainFrontalCortexBA9	Type 1 diabetes mellitus,Type 2 diabetes mellitus,Type 1 diabetes,Type 1 diabetes with ophthalmic manifestations,Type 1 diabetes with ketoacidosis,Type 2 diabetes,Diabetic retinopathy,Diabetes mellitus,Started insulin within one year diagnosis of diabetes,Diabetes diagnosed by doctor	ArteryTibial;BrainFrontalCortexBA9	Date E11 first reported (non-insulin-dependent diabetes mellitus);Date E10 first reported (insulin-dependent diabetes mellitus)	0	0	Background diabetic retinopathy;Type 1 diabetes;Diabetic background retinopathy;"Type 1 diabetes, wide definition, subgroup 1";Other diabetic retinopathy;Type 1 diabetes with ophthalmic complications;"Type 1 diabetes, wide definition";Type 1 diabetes without complications	DRUGGABLE GENOME	6	0
PKLR	282	NA	NA	NA	NA	NA	0	0	0	0	1	0	1	0	0	0	0	1.46455325074622	2	6831614	99.6557946437819	hematopoietic	Hereditary hemolytic anemias	Pyruvate kinase deficiency of red cells	0	0	0	0	0	haemolytic anaemia;pyruvate kinase deficiency;stomatocytosis%2c dehydrated	0	0	DRUGGABLE GENOME	6	0
SLC8A1	352	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	1	0	1	0.922400636830585	4	6738295	98.2945088480149	neurological	Disorders of other cranial nerves	0	Pain type(s) experienced in last month: Facial pain	0	0	0	Date G51 first reported (facial nerve disorders)	0	0	0	Not druggable	4	0
ITGAX	290	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	1	1	0	0	1.02260537657829	2	6769874	98.7551657790206	mental disorders	Delirium dementia and amnestic and other cognitive disorders	0	0	0	0	0	0	0	0	Alzheimer's disease or family history of Alzheimer's disease	DRUGGABLE GENOME	4	0
FGF5	401	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	1	0	0	0	1.84464600664733	2	6844023	99.8368102508895	circulatory system	Hypertension	0	0	0	Essential hypertension,Hypertension	0	0	0	0	Antihypertensive medication - note that there are other indications;Hypertension (no controls excluded);"Hypertension, essential";Hypertension [Japanese];Hypertension;Hypertensive diseases (excluding secondary);Hypertensive diseases;"Hypertension, essential" (no controls excluded);Hypertension [East Asian];Hypertension | non-cancer illness code, self-reported;"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium"	DRUGGABLE GENOME	6	0
ZNF257	573	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6775187	98.8326688752059	digestive	Other disorders of liver	0	Other disorders of liver	AdiposeVisceralOmentum;Thyroid	0	0	0	0	0	0	Not druggable	5	0
PGBD1	557	NA	NA	NA	NA	NA	0	1	1	1	0	1	0	1	0	1	0	3.02060741813433	6	6854445	99.9888406044454	digestive	Intestinal malabsorption (non-celiac)	0	Non-cancer illness code, self-reported: malabsorption/coeliac disease;Celiac disease;Intestinal malabsorption (non-celiac)	WholeBlood	Intestinal malabsorption,Celiac disease,Intestinal malabsorption (non-celiac)	BrainCortex;Spleen	Date K90 first reported (intestinal malabsorption)	0	0	Intestinal malabsorption (non-celiac)	DRUGGABLE GENOME	6	0
PCK1	250	NA	NA	NA	NA	NA	1	0	0	1	0	1	0	0	1	0	0	1.38434530820625	4	6823884	99.5430336926221	endocrine/metabolic	Diabetes mellitus	0	0	ArteryTibial	0	0	Date E11 first reported (non-insulin-dependent diabetes mellitus);Date E10 first reported (insulin-dependent diabetes mellitus)	0	?phosphoenolpyruvate carboxykinase deficiency, cytosolic, 261680 (3)	0	DRUGGABLE GENOME	5	0
ARL14EP	250	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	0	1.175961411487	4	6792256	99.081661976803	endocrine/metabolic	Diabetes mellitus	0	Diabetes mellitus;Type 2 diabetes	BrainFrontalCortexBA9;ArteryTibial	0	ArteryTibial	Date E11 first reported (non-insulin-dependent diabetes mellitus)	0	0	0	Not druggable	5	0
NAXE	411	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6805441	99.2739974413621	circulatory system	Ischemic Heart Disease	0	Other acute and subacute forms of ischemic heart disease	AdiposeSubcutaneous;AdiposeVisceralOmentum;ArteryAorta;ArteryTibial;BreastMammaryTissue;Lung	0	0	Date I21 first reported (acute myocardial infarction);Date I20 first reported (angina pectoris);Date I25 first reported (chronic ischaemic heart disease)	0	0	0	DRUGGABLE GENOME	5	0
PDZD7	315	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	0	1	0	0	1.14339260096788	3	6789464	99.04093382989	mental disorders	Develomental delays and disorders	0	0	Thyroid	0	0	0	developmental disorder	0	0	Not druggable	5	0
DUSP19	798	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6770586	98.7655520399813	symptoms	Malaise and fatigue	0	Non-cancer illness code, self-reported: chronic fatigue syndrome	NerveTibial	0	0	0	0	0	0	DRUGGABLE GENOME	5	0
DGKQ	366	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	0	1.175961411487	4	6791882	99.0762062723097	sense organs	Cataract	0	Cataract	ArteryAorta;ArteryTibial;EsophagusGastroesophagealJunction;EsophagusMuscularis;NerveTibial	0	NerveTibial;ArteryTibial;EsophagusMuscularis	Date H26 first reported (other cataract)	0	0	0	Not druggable	5	0
HLA-DMA	306	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0.972487992965613	1	6765727	98.694671643903	mental disorders	Other mental disorder	0	0	0	Seen a psychiatrist for nerves, anxiety, tension or depression,Seen doctor (GP) for nerves, anxiety, tension or depression	0	0	0	0	0	Not druggable	4	0
EDAR	352	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	1	0	0	1.11277915490509	3	6786695	99.0005411942158	neurological	Disorders of other cranial nerves	0	Pain type(s) experienced in last month: Facial pain	0	0	0	Date G51 first reported (facial nerve disorders)	0	0	0	DRUGGABLE GENOME	5	0
TRIM47	706	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6752912	98.5077335340566	dermatologic	Diseases of sebaceous glands	0	Diagnoses - main ICD10: L72 Follicular cysts of skin and subcutaneous tissue	0	0	0	Date L72 first reported (follicular cysts of skin and subcutaneous tissue);Date L70 first reported (acne)	0	0	0	DRUGGABLE GENOME	4	0
LSMEM1	367	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	1	0	0	0	1.75774760216583	3	6841519	99.8002832881852	sense organs	Disorders of refraction and accommodation; blindness and low vision	0	Reason for glasses/contact lenses: For long-sightedness, i.e. for distance and near, but particularly for near tasks like reading (called 'hypermetropia')	BrainHippocampus;Pancreas	0	0	0	0	0	Refractive error	Not druggable	6	0
CXCR2	701	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6746501	98.4142134230753	dermatologic	Other hypertrophic and atrophic conditions of skin	0	Diagnoses - main ICD10: L72 Follicular cysts of skin and subcutaneous tissue	0	0	0	Date L72 first reported (follicular cysts of skin and subcutaneous tissue)	0	0	0	DRUGGABLE GENOME	4	0
THAP1	350	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	0	0	0	0	0.992945238071303	2	6767782	98.7246488437262	neurological	Abnormal movement	0	0	Ovary	0	0	0	dystonia;dystonia%2c cervical;dystonia%2c early-onset;dystonia%2c primary torsion;dystonia 6;dystonia%2c generalised;dystonia%2c idiopathic isolated;dystonia%2c primary torsion%2c adult-onset	0	0	Not druggable	4	0
RTKN2	747	NA	NA	NA	NA	NA	0	0	0	0	1	1	0	0	0	1	0	0.947986856221876	3	6738358	98.2954278570605	congenital anomalies	Cardiac and circulatory congenital anomalies	0	0	0	0	CellsCulturedfibroblasts	Date Q27 first reported (other congenital malformations of peripheral vascular system);Date Q28 first reported (other congenital malformations of circulatory system)	hypoplastic left heart syndrome	0	0	Not druggable	4	0
SPSB1	242	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6758715	98.5923844783748	endocrine/metabolic	Thyrotoxicosis with or without goiter	0	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	0	0	0	Date E05 first reported (thyrotoxicosis [hyperthyroidism])	0	0	0	DRUGGABLE GENOME	4	0
TPSB2	401	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	1	0	0	0	1.75774760216583	3	6841205	99.795702830402	circulatory system	Hypertension	0	Non-cancer illness code, self-reported: hypertension;Essential hypertension;Hypertension	ArteryAorta;Lung	0	0	0	0	0	Antihypertensive medication - note that there are other indications	DRUGGABLE GENOME	6	0
EBI3	362	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	1	0	0	1.44810935975741	4	6827964	99.6025504689134	sense organs	Other retinal disorders	0	Eye problems/disorders: Macular degeneration	Liver	0	0	Date H36 first reported (retinal disorders in diseases classified elsewhere)	0	0	0	DRUGGABLE GENOME	5	0
VSNL1	760	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6772465	98.7929618494547	symptoms	Back pain	0	Pain type(s) experienced in last month: Back pain	ArteryTibial;BrainFrontalCortexBA9	0	0	0	0	0	0	Not druggable	5	0
RAD50	530	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	1	0	1	0	1.0857876331602	3	6780647	98.912316325831	digestive	Diseases of esophagus	0	0	ArteryTibial;BrainAnteriorcingulatecortexBA24;SkinNotSunExposedSuprapubic	0	ArteryTibial;EsophagusMuscularis;SkinNotSunExposedSuprapubic	0	0	0	Eosinophilic esophagitis	Not druggable	5	0
RGPD8	402	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	1	0	0.914336366006842	4	6737703	98.2858730804746	circulatory system	Elevated blood pressure reading without diagnosis of hypertension	0	Vascular/heart problems diagnosed by doctor: High blood pressure	SkinNotSunExposedSuprapubic	0	SkinNotSunExposedSuprapubic	0	0	0	0	Not druggable	4	0
ZNF205	531	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6818513	99.464684524617	digestive	Peptic ulcer (excl. esophageal)	0	Non-cancer illness code, self-reported: gastric/stomach ulcers;Non-cancer illness code, self-reported: duodenal ulcer	HeartAtrialAppendage	0	0	Date K26 first reported (duodenal ulcer)	0	0	0	Not druggable	5	0
SHANK3	292	NA	NA	NA	NA	NA	0	0	0	1	0	0	1	0	0	0	1	0.951889904305047	3	6738406	98.2961280544287	mental disorders	Neurological disorders	Mutism	0	BreastMammaryTissue	0	0	0	0	0	0	Not druggable	4	0
SRD5A1	335	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	1	0	0	0	1.20748821853404	2	6796020	99.1365691204208	neurological	Multiple sclerosis	0	0	WholeBlood	0	0	0	0	0	Multiple sclerosis	DRUGGABLE GENOME	5	0
BTBD6	550	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6808341	99.3163010323535	digestive	Abdominal hernia	0	Ventral hernia	AdiposeVisceralOmentum;BrainPutamenbasalganglia	0	0	Date K41 first reported (femoral hernia);Date K42 first reported (umbilical hernia)	0	0	0	Not druggable	5	0
STT3A	471	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6748954	98.4499964260759	respiratory	Nasal polyps	0	Non-cancer illness code, self-reported: nasal polyps	0	0	0	Date J33 first reported (nasal polyp)	0	0	0	Not druggable	4	0
PLXNB2	411	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	1	1.10728347878633	4	6784913	98.9745463669238	circulatory system	Ischemic Heart Disease	0	Diagnoses - main ICD10: I25 Chronic ischaemic heart disease	ArteryAorta;Lung	0	0	Date I21 first reported (acute myocardial infarction);Date I20 first reported (angina pectoris);Date I25 first reported (chronic ischaemic heart disease);Date I24 first reported (other acute ischaemic heart diseases)	0	0	0	Not druggable	5	0
JMJD1C	250	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	1	1.09385190398394	3	6781640	98.9268016588843	endocrine/metabolic	Diabetes mellitus	0	0	0	0	0	Date E11 first reported (non-insulin-dependent diabetes mellitus);Date E10 first reported (insulin-dependent diabetes mellitus)	0	0	Type 2 diabetes	Not druggable	5	0
CACNG6	418	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6770840	98.7692572510543	circulatory system	Nonspecific chest pain	0	Nonspecific chest pain	BrainFrontalCortexBA9	0	0	0	0	0	0	DRUGGABLE GENOME	5	0
HLA-DOB	317	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	1	0	0.914336366006842	4	6736503	98.2683681462712	mental disorders	Alcohol-related disorders	0	Alcohol-related disorders	BrainHypothalamus;BrainSpinalcordcervicalc1;BrainSubstantianigra;Uterus	0	BrainHypothalamus;BrainSpinalcordcervicalc1;BrainSubstantianigra;Uterus	0	0	0	0	DRUGGABLE GENOME	4	0
IL10RB	250	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	0	1.175961411487	4	6793902	99.1056729115519	endocrine/metabolic	Diabetes mellitus	0	Eye problems/disorders: Diabetes related eye disease	ArteryTibial;BrainFrontalCortexBA9	0	BrainFrontalCortexBA9	Date E11 first reported (non-insulin-dependent diabetes mellitus)	0	0	0	DRUGGABLE GENOME	5	0
NDOR1	250	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6815654	99.4229790188776	endocrine/metabolic	Diabetes mellitus	0	Non-cancer illness code, self-reported: diabetes;Diabetes mellitus	ArteryTibial	0	0	Date E11 first reported (non-insulin-dependent diabetes mellitus);Date E10 first reported (insulin-dependent diabetes mellitus)	0	0	0	DRUGGABLE GENOME	5	0
SNRPD2	512	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0	1.5227473765974	2	6833961	99.6900313775946	respiratory	Other symptoms of respiratory system	0	Cough	0	Wheeze or whistling in the chest in last year	0	0	0	0	0	Not druggable	6	0
PCDHB14	618	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6760450	98.6176936957438	genitourinary	Genital prolapse	0	Diagnoses - main ICD10: N81 Female genital prolapse	0	0	0	Date K46 first reported (unspecified abdominal hernia)	0	0	0	Not druggable	4	0
VWA1	442	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6811562	99.3632871932443	circulatory system	Other aneurysm	0	Aortic aneurysm	ArteryAorta	0	0	Date I72 first reported (other aneurysm)	0	0	0	DRUGGABLE GENOME	5	0
SLC35C1	451	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6810107	99.3420624605227	circulatory system	Phlebitis and thrombophlebitis	0	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis;Phlebitis and thrombophlebitis of lower extremities;Phlebitis and thrombophlebitis	Liver	0	0	Date I80 first reported (phlebitis and thrombophlebitis)	0	0	0	Not druggable	5	0
CNR2	594	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6754119	98.5253405803761	genitourinary	Urinary calculus	0	Non-cancer illness code, self-reported: kidney stone/ureter stone/bladder stone;Diagnoses - main ICD10: N20 Calculus of kidney and ureter	0	0	0	Date N20 first reported (calculus of kidney and ureter)	0	0	0	DRUGGABLE GENOME	4	0
TFB2M	565	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6820378	99.491890109858	digestive	Anal and rectal conditions	0	Diagnoses - main ICD10: K60 Fissure and fistula of anal and rectal regions	SkinSunExposedLowerleg	0	0	Date K61 first reported (abscess of anal and rectal regions)	0	0	0	Not druggable	5	0
